ZG.1	ZG.10	ZG.11	ZG.12	ZG.13	ZG.14	ZG.15	ZG.16	ZG.17	ZG.18	ZG.19	ZG.2	ZG.20	ZG.21	ZG.22	ZG.23	ZG.24	ZG.25	ZG.26	ZG.27	ZG.28	ZG.29	ZG.3	ZG.30	ZG.31	ZG.32	ZG.35	ZG.36	ZG.37	ZG.38	ZG.39	ZG.4	ZG.40	ZG.41	ZG.42	ZG.43	ZG.44	ZG.45	ZG.46	ZG.47	ZG.48	ZG.49	ZG.5	ZG.50	ZG.51	ZG.52	ZG.6	ZG.7	ZG.8	ZG.9	zymo_pos_ct
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	0.497014239779513	0	0.187396351575456	0	0.270588235294118	0	0	0	0	0	0	0.243256997455471	0	0.157303370786517	0	0.0342465753424658	0	0	0.219271623672231	0	0.227303070761015	0	0	0.126508932882665	0	0.140540540540541	0	0	0	0	0.04292343387471	0	0	0.0136986301369863	0	0	0.575886524822695	0	0	0	0.0599489795918367	0.856221792392005	0	0.99672988881622	0.166139240506329	0.128329297820823	0.13758389261745	0.0772626931567329	0	0.472312703583062	0
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.265962333486449	0.324963072378139	0	0.383419689119171	0.230588235294118	1	0.358974358974359	0.333333333333333	0.336986301369863	0.545966228893058	0.506925207756233	0.152162849872774	0.721238938053097	0.101123595505618	0.471590909090909	0.308219178082192	0	0.398477157360406	0.121396054628225	0.0859977949283352	0.122496662216288	0.161274746499276	0.125	0.143891839690971	0.552980132450331	0.245945945945946	0.579379562043796	1	0.578488372093023	0.751412429378531	0.299303944315545	0.312292358803987	0.934010152284264	0.515981735159817	0.585401459854015	0.950511945392492	0.348936170212766	1	0.995991983967936	0.993150684931507	0.9375	0.0799484203739523	0.34	0	0	0.173365617433414	0.243288590604027	0.306843267108168	0.262443438914027	0.221498371335505	0.322006472491909
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli	0	0	0	0.457685664939551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132304299889746	0	0	0	0	0	0	0.420620437956204	0	0.412790697674419	0.248587570621469	0.566125290023202	0	0.065989847715736	0.421613394216134	0.268613138686131	0	0	0	0	0	0	0	0	0	0	0.0949152542372881	0	0	0	0	0.671521035598705
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria	0.206247129076711	0.0413589364844904	0.325041459369818	0	0	0	0	0	0	0	0	0.0946564885496183	0	0	0	0	0	0	0.122154779969651	0	0.0607476635514019	0.142926122646065	0.2	0.0521487204249155	0	0	0	0	0	0	0	0	0	0	0.145985401459854	0.0460750853242321	0.075177304964539	0	0	0	0	0	0	0	0	0.07409200968523	0.156040268456376	0	0	0	0
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96	0	0.0635155096011817	0	0.0103626943005181	0.0188235294117647	0	0	0	0	0	0	0.0758269720101781	0	0	0	0	0	0	0.039453717754173	0	0.0223631508678238	0.00965717044905843	0	0.0960888459681313	0	0	0	0	0	0	0.00928074245939675	0	0	0	0	0	0	0	0	0	0	0.014829142488717	0	0	0	0.0276029055690073	0	0.00441501103752759	0	0	0.00323624595469256
D_0__Bacteria;D_1__Firmicutes;D_2__Erysipelotrichia	0	0	0.0447761194029851	0	0	0	0.0699300699300699	0.152671755725191	0	0	0	0	0	0	0.198863636363636	0	0.126760563380282	0.142131979695431	0.0349013657056146	0.0485115766262404	0	0	0.203125	0.000965717044905843	0.185430463576159	0.113513513513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203333333333333	0	0	0	0	0.103752759381898	0	0	0
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	0	0	0	0.0725388601036269	0	0	0	0.427480916030534	0	0	0.0872576177285319	0	0	0.107865168539326	0	0	0	0.205583756345178	0.146433990895296	0.231532524807056	0	0.0951231289232255	0.165625	0	0.201986754966887	0	0	0	0	0	0.0823665893271462	0	0	0.0487062404870624	0	0	0	0	0	0	0	0	0	0	0.0759493670886076	0.0130750605326877	0	0.150110375275938	0.14027149321267	0	0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia	0	0	0	0.0414507772020725	0	0	0	0	0	0	0	0.0692111959287532	0	0.0943820224719101	0	0	0	0	0	0	0.140854472630174	0.0371801062288749	0	0.165620473201352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0745762711864407	0	0	0	0	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6	0	0.147710487444609	0	0.0155440414507772	0	0	0	0	0	0	0	0.104325699745547	0	0	0	0	0	0	0	0	0.116822429906542	0.0709802028005794	0	0.141960405601159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02321083172147	0	0	0	0.0673123486682809	0	0.165562913907285	0	0.267100977198697	0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5	0	0.01698670605613	0.0265339966832504	0	0	0	0.221445221445221	0	0	0	0	0.00763358778625954	0	0	0	0	0	0	0	0	0	0.00627716079188798	0	0.00579430226943506	0	0.0324324324324324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
